signal_i,entry_i,exit_i,side,entry_price,initial_risk,initial_stop,exit_price,exit_reason,tp_i,tp_price,partial,gross_r,net_r,tail_price_r,gross_pnl,fees,net_pnl,censored,ambiguous_bar_count,entry_open_beyond_target,same_open_be_approximation,marketable_be_approximation,signal_time,entry_time,exit_time,signal_close,month,hold_hours,rsi,gate_rsi_line,gate_sar_strong_same_bar,gate_sar_strong_window,gate_sar_direction
102866,102867,103167,1,3233.97,97.0191,3136.9509,3443.12,opposite_signal_close,103114.0,3376.11,True,1.8104167117608823,1.7419396283824549,2.1557610820962068,175.6450000000002,6.643585,169.0014150000002,False,0,False,False,False,2024-12-22T20:10:00+00:00,2024-12-22T20:15:00+00:00,2024-12-23T21:15:00+00:00,2024-12-22T20:15:00+00:00,2024-12,25.083333333333332,23.250701231964428,True,False,False,False
103167,103168,103612,-1,3443.12,103.2936,3546.4136,3546.4136,initial_stop,,,False,-0.9999999999999998,-1.0676666666666663,-0.9999999999999998,-103.29359999999997,6.9895336,-110.28313359999997,False,0,False,False,False,2024-12-23T21:15:00+00:00,2024-12-23T21:20:00+00:00,2024-12-25T10:20:00+00:00,2024-12-23T21:20:00+00:00,2024-12,37.083333333333336,81.28553383695977,True,False,False,False
103182,103183,103673,-1,3447.03,103.4109,3550.4409,3463.98,break_even_marketable,103673.0,3463.98,True,-0.16390922040132924,-0.23073979628839725,-0.16390922040132924,-16.949999999999818,6.911010000000001,-23.86100999999982,False,1,False,False,True,2024-12-23T22:30:00+00:00,2024-12-23T22:35:00+00:00,2024-12-25T15:25:00+00:00,2024-12-23T22:35:00+00:00,2024-12,40.916666666666664,63.145881728411375,False,False,True,False
103388,103389,103684,-1,3500.65,105.0195,3605.6695,3458.56,opposite_signal_close,103673.0,3463.98,True,0.37497798027985385,0.30868629159346705,0.400782711782099,39.38000000000011,6.96192,32.41808000000011,False,0,False,False,False,2024-12-24T15:40:00+00:00,2024-12-24T15:45:00+00:00,2024-12-25T16:20:00+00:00,2024-12-24T15:45:00+00:00,2024-12,24.666666666666668,76.69613268489408,True,False,False,False
103612,103613,103684,-1,3539.71,106.1913,3645.9013,3458.56,opposite_signal_close,103673.0,3463.98,True,0.738666915274604,0.672738915523212,0.7641868966666769,78.44000000000005,7.00098,71.43902000000006,False,0,False,False,False,2024-12-25T10:20:00+00:00,2024-12-25T10:25:00+00:00,2024-12-25T16:20:00+00:00,2024-12-25T10:25:00+00:00,2024-12,6.0,80.35651710355921,True,False,False,False
103684,103685,103879,1,3458.56,103.7568,3354.8032,3354.8032,initial_stop,,,False,-1.000000000000001,-1.0656666666666677,-1.000000000000001,-103.75680000000011,6.8133631999999995,-110.57016320000011,False,0,False,False,False,2024-12-25T16:20:00+00:00,2024-12-25T16:25:00+00:00,2024-12-26T08:35:00+00:00,2024-12-25T16:25:00+00:00,2024-12,16.25,32.21053092191248,False,False,False,False
103877,103878,104090,1,3369.33,101.0799,3268.2500999999997,3376.06866,break_even,104089.0,3381.66,True,0.09432468769755367,0.027563696343189448,0.06666666666666649,9.534329999999954,6.74819433,2.786135669999955,False,1,False,False,False,2024-12-26T08:25:00+00:00,2024-12-26T08:30:00+00:00,2024-12-27T02:10:00+00:00,2024-12-26T08:30:00+00:00,2024-12,17.75,18.86879446614067,True,False,False,False
104176,104177,104626,-1,3433.6,103.008,3536.6079999999997,3426.7327999999998,break_even,104250.0,3317.07,True,0.5989690121155633,0.5329013144610122,0.06666666666666801,61.69859999999994,6.8055014,54.893098599999945,False,0,False,False,False,2024-12-27T09:20:00+00:00,2024-12-27T09:25:00+00:00,2024-12-28T22:50:00+00:00,2024-12-27T09:25:00+00:00,2024-12,37.5,70.81436086453014,True,False,False,False
104815,104816,104947,1,3361.4,100.842,3260.558,3427.03,opposite_signal_close,104944.0,3418.54,True,0.6087245393784335,0.5414491481723884,0.6508200948017702,61.38499999999999,6.784185,54.60081499999999,False,0,False,False,False,2024-12-29T14:35:00+00:00,2024-12-29T14:40:00+00:00,2024-12-30T01:35:00+00:00,2024-12-29T14:40:00+00:00,2024-12,11.0,23.986683879554448,True,False,False,False
104835,104836,104947,1,3350.84,100.5252,3250.3148,3427.03,opposite_signal_close,104944.0,3418.54,True,0.7156911898707979,0.6483088320142605,0.7579194072730028,71.94499999999994,6.773625,65.17137499999994,False,0,False,False,False,2024-12-29T16:15:00+00:00,2024-12-29T16:20:00+00:00,2024-12-30T01:35:00+00:00,2024-12-29T16:20:00+00:00,2024-12,9.333333333333334,27.773816707059893,True,False,True,False
104947,104948,105172,-1,3427.04,102.8112,3529.8512,3420.18592,break_even,105094.0,3343.87,True,0.4378126118555184,0.37158375780070724,0.06666666666666732,45.01204000000007,6.809067959999999,38.20297204000007,False,0,False,False,False,2024-12-30T01:35:00+00:00,2024-12-30T01:40:00+00:00,2024-12-30T20:20:00+00:00,2024-12-30T01:40:00+00:00,2024-12,18.75,78.46437890829858,True,False,False,False
105377,105378,105848,-1,3429.21,102.8763,3532.0863,3422.35158,break_even,105616.0,3323.3,True,0.5480777399653753,0.48195915103867404,0.0666666666666669,56.38420999999994,6.80203579,49.58217420999994,False,0,False,False,False,2024-12-31T13:25:00+00:00,2024-12-31T13:30:00+00:00,2025-01-02T04:40:00+00:00,2024-12-31T13:30:00+00:00,2024-12,39.25,72.80964460943414,True,False,True,False
105802,105803,105966,-1,3397.78,101.9334,3499.7134,3499.7134,initial_stop,,,False,-0.9999999999999989,-1.0676666666666657,-0.9999999999999989,-101.93339999999989,6.8974934,-108.8308933999999,False,0,False,False,False,2025-01-02T00:50:00+00:00,2025-01-02T00:55:00+00:00,2025-01-02T14:30:00+00:00,2025-01-02T00:55:00+00:00,2025-01,13.666666666666666,77.76384749788897,True,False,False,False
105850,105851,106166,-1,3417.59,102.5277,3520.1177000000002,3435.66,break_even_marketable,106166.0,3435.66,True,-0.1762450537757085,-0.2430879654961509,-0.1762450537757085,-18.06999999999971,6.85325,-24.923249999999708,False,1,False,False,True,2025-01-02T04:50:00+00:00,2025-01-02T04:55:00+00:00,2025-01-03T07:10:00+00:00,2025-01-02T04:55:00+00:00,2025-01,26.333333333333332,70.04248989166857,True,False,False,False
105903,105904,106166,-1,3443.38,103.3014,3546.6814,3436.4932400000002,break_even,106166.0,3435.66,True,0.0706997194616923,0.004103752514487317,0.06666666666666539,7.303380000000061,6.879456620000001,0.42392338000006013,False,1,False,False,False,2025-01-02T09:15:00+00:00,2025-01-02T09:20:00+00:00,2025-01-03T07:10:00+00:00,2025-01-02T09:20:00+00:00,2025-01,21.916666666666668,69.7065358648317,False,False,True,False
106254,106255,106316,-1,3521.72,105.65159999999999,3627.3716,3627.3716,initial_stop,,,False,-1.0000000000000016,-1.067666666666668,-1.0000000000000016,-105.65160000000014,7.1490916,-112.80069160000015,False,0,False,False,False,2025-01-03T14:30:00+00:00,2025-01-03T14:35:00+00:00,2025-01-03T19:40:00+00:00,2025-01-03T14:35:00+00:00,2025-01,5.166666666666667,77.22043203289134,True,False,True,False
106270,106271,106489,-1,3567.93,107.0379,3674.9678999999996,3578.82,break_even_marketable,106489.0,3578.82,True,-0.10173966417502892,-0.16850807050587063,-0.10173966417502892,-10.890000000000327,7.146750000000001,-18.03675000000033,False,1,False,False,True,2025-01-03T15:50:00+00:00,2025-01-03T15:55:00+00:00,2025-01-04T10:05:00+00:00,2025-01-03T15:55:00+00:00,2025-01,18.25,80.79266279265423,True,False,True,False
106303,106304,106510,-1,3608.79,108.2637,3717.0537,3601.57242,break_even,106489.0,3578.82,True,0.17174537725941288,0.10525045597000562,0.06666666666666665,18.5937899999999,7.19898621,11.394803789999898,False,0,False,False,False,2025-01-03T18:35:00+00:00,2025-01-03T18:40:00+00:00,2025-01-04T11:50:00+00:00,2025-01-03T18:40:00+00:00,2025-01,17.25,73.13249844559041,True,False,False,False
106517,106518,106818,-1,3635.49,109.06469999999999,3744.5546999999997,3628.21902,break_even,106755.0,3613.02,True,0.13634558202607985,0.06981526094143926,0.06666666666666467,14.87048999999979,7.25610951,7.614380489999791,False,0,False,False,False,2025-01-04T12:25:00+00:00,2025-01-04T12:30:00+00:00,2025-01-05T13:30:00+00:00,2025-01-04T12:30:00+00:00,2025-01,25.083333333333332,84.67307051958171,True,False,False,False
107011,107012,107366,-1,3690.92,110.7276,3801.6476000000002,3654.55,opposite_signal_close,107347.0,3661.26,True,0.2981641433572106,0.23179564083390114,0.3284637253945709,33.01499999999987,7.348825000000001,25.66617499999987,False,0,False,False,False,2025-01-06T05:35:00+00:00,2025-01-06T05:40:00+00:00,2025-01-07T11:10:00+00:00,2025-01-06T05:40:00+00:00,2025-01,29.583333333333332,66.80780983532954,False,False,False,False
107138,107139,107366,-1,3730.59,111.9177,3842.5077,3654.55,opposite_signal_close,107347.0,3661.26,True,0.6494504443890461,0.5834332281667685,0.6794278295568973,72.68499999999995,7.388495000000001,65.29650499999994,False,0,False,False,False,2025-01-06T16:10:00+00:00,2025-01-06T16:15:00+00:00,2025-01-07T11:10:00+00:00,2025-01-06T16:15:00+00:00,2025-01,19.0,72.19160213457715,True,False,False,False
107366,107367,107411,1,3654.55,109.6365,3544.9135,3544.9135,initial_stop,,,False,-1.0000000000000007,-1.0656666666666674,-1.0000000000000007,-109.63650000000007,7.1994635,-116.83596350000008,False,0,False,False,False,2025-01-07T11:10:00+00:00,2025-01-07T11:15:00+00:00,2025-01-07T14:55:00+00:00,2025-01-07T11:15:00+00:00,2025-01,3.75,38.02955517996309,False,False,False,False
107382,107383,107411,1,3631.94,108.95819999999999,3522.9818,3522.9818,initial_stop,,,False,-1.0000000000000004,-1.065666666666667,-1.0000000000000004,-108.95820000000003,7.1549218,-116.11312180000003,False,0,False,False,False,2025-01-07T12:30:00+00:00,2025-01-07T12:35:00+00:00,2025-01-07T14:55:00+00:00,2025-01-07T12:35:00+00:00,2025-01,2.4166666666666665,34.291431307242334,False,False,True,True
107455,107456,107599,1,3419.22,102.57659999999998,3316.6434,3316.6434,initial_stop,,,False,-0.9999999999999989,-1.0656666666666657,-0.9999999999999989,-102.57659999999987,6.7358633999999995,-109.31246339999987,False,0,False,False,False,2025-01-07T18:35:00+00:00,2025-01-07T18:40:00+00:00,2025-01-08T06:35:00+00:00,2025-01-07T18:40:00+00:00,2025-01,12.0,28.251273398242148,True,False,True,False
107729,107730,108258,1,3233.89,97.01669999999999,3136.8732999999997,3240.35778,break_even,108189.0,3313.67,True,0.4444996583062512,0.3773884919812783,0.06666666666666614,43.123890000000074,6.51090389,36.61298611000007,False,0,False,False,False,2025-01-08T17:25:00+00:00,2025-01-08T17:30:00+00:00,2025-01-10T13:30:00+00:00,2025-01-08T17:30:00+00:00,2025-01,44.083333333333336,13.937817455552093,True,False,False,False
107977,107978,108258,1,3228.8,96.864,3131.936,3235.2576000000004,break_even,108189.0,3313.67,True,0.4714217872481008,0.404283698794186,0.06666666666666857,45.66380000000004,6.503263800000001,39.16053620000004,False,0,False,False,False,2025-01-09T14:05:00+00:00,2025-01-09T14:10:00+00:00,2025-01-10T13:30:00+00:00,2025-01-09T14:10:00+00:00,2025-01,23.416666666666668,27.705056798165714,True,False,False,False
108047,108048,108278,1,3195.28,95.8584,3099.4216,3201.67056,break_even,108189.0,3313.67,True,0.6508587666808526,0.5835412412475051,0.06666666666666482,62.39027999999985,6.4529502800000005,55.937329719999845,False,0,False,False,False,2025-01-09T19:55:00+00:00,2025-01-09T20:00:00+00:00,2025-01-10T15:10:00+00:00,2025-01-09T20:00:00+00:00,2025-01,19.25,22.832053278640785,True,False,False,False
108052,108053,108638,1,3169.15,95.0745,3074.0755,3308.74,opposite_signal_close,108189.0,3313.67,True,1.494144065969317,1.4259832552366811,1.4682170298029407,142.05499999999984,6.480355,135.57464499999983,False,0,False,False,False,2025-01-09T20:20:00+00:00,2025-01-09T20:25:00+00:00,2025-01-11T21:10:00+00:00,2025-01-09T20:25:00+00:00,2025-01,48.833333333333336,18.98395053860034,True,False,False,False
108638,108639,108965,-1,3308.74,99.26219999999999,3408.0022,3302.12252,break_even,108774.0,3259.91,True,0.2792980610947562,0.21291069248918426,0.06666666666666553,27.723739999999907,6.58975626,21.133983739999906,False,0,False,False,False,2025-01-11T21:10:00+00:00,2025-01-11T21:15:00+00:00,2025-01-13T00:25:00+00:00,2025-01-11T21:15:00+00:00,2025-01,27.25,78.02573661105056,True,False,False,False
108968,108969,109021,-1,3319.5,99.585,3419.085,3227.22,opposite_signal_close,109005.0,3235.94,True,0.8828638851232623,0.8170800823417189,0.926645579153489,87.92000000000007,6.551080000000001,81.36892000000007,False,0,False,False,False,2025-01-13T00:40:00+00:00,2025-01-13T00:45:00+00:00,2025-01-13T05:05:00+00:00,2025-01-13T00:45:00+00:00,2025-01,4.416666666666667,75.76954065009535,True,False,False,False
109021,109022,109074,1,3227.21,96.8163,3130.3937,3130.3937,initial_stop,,,False,-0.9999999999999996,-1.0656666666666663,-0.9999999999999996,-96.81629999999996,6.3576037,-103.17390369999995,False,0,False,False,False,2025-01-13T05:05:00+00:00,2025-01-13T05:10:00+00:00,2025-01-13T09:30:00+00:00,2025-01-13T05:10:00+00:00,2025-01,4.416666666666667,31.1254594678949,False,False,False,False
109041,109042,109098,1,3193.1,95.79299999999999,3097.307,3097.307,initial_stop,,,False,-1.0000000000000013,-1.065666666666668,-1.0000000000000013,-95.79300000000012,6.290407,-102.08340700000012,False,0,False,False,False,2025-01-13T06:45:00+00:00,2025-01-13T06:50:00+00:00,2025-01-13T11:30:00+00:00,2025-01-13T06:50:00+00:00,2025-01,4.75,24.5815202173179,True,False,True,False
109043,109044,109098,1,3191.57,95.7471,3095.8229,3095.8229,initial_stop,,,False,-1.0000000000000004,-1.0656666666666672,-1.0000000000000004,-95.74710000000005,6.2873929,-102.03449290000005,False,0,False,False,False,2025-01-13T06:55:00+00:00,2025-01-13T07:00:00+00:00,2025-01-13T11:30:00+00:00,2025-01-13T07:00:00+00:00,2025-01,4.583333333333333,29.48654050724241,True,False,True,False
109091,109092,109134,1,3118.95,93.56849999999999,3025.3815,3025.3815,initial_stop,,,False,-0.9999999999999987,-1.0656666666666652,-0.9999999999999987,-93.56849999999986,6.1443315,-99.71283149999985,False,0,False,False,False,2025-01-13T10:55:00+00:00,2025-01-13T11:00:00+00:00,2025-01-13T14:30:00+00:00,2025-01-13T11:00:00+00:00,2025-01,3.5833333333333335,35.00799142360103,False,False,True,False
109670,109671,109705,1,3201.72,96.0516,3105.6684,3303.69,opposite_signal_close,109698.0,3248.63,True,0.7750001041107102,0.7075584373399327,1.0616168809265047,74.44000000000028,6.47788,67.96212000000028,False,0,False,False,False,2025-01-15T11:10:00+00:00,2025-01-15T11:15:00+00:00,2025-01-15T14:05:00+00:00,2025-01-15T11:15:00+00:00,2025-01,2.9166666666666665,38.24094222808058,False,False,True,False
109705,109706,109770,-1,3303.69,99.1107,3402.8007000000002,3402.8007000000002,initial_stop,,,False,-1.0000000000000018,-1.0676666666666685,-1.0000000000000018,-99.11070000000018,6.7064907,-105.81719070000018,False,0,False,False,False,2025-01-15T14:05:00+00:00,2025-01-15T14:10:00+00:00,2025-01-15T19:30:00+00:00,2025-01-15T14:10:00+00:00,2025-01,5.416666666666667,78.99192992215355,True,False,False,False
109717,109718,109773,-1,3335.18,100.05539999999999,3435.2354,3435.2354,initial_stop,,,False,-1.000000000000002,-1.0676666666666688,-1.000000000000002,-100.05540000000019,6.7704154,-106.8258154000002,False,0,False,False,False,2025-01-15T15:05:00+00:00,2025-01-15T15:10:00+00:00,2025-01-15T19:45:00+00:00,2025-01-15T15:10:00+00:00,2025-01,4.666666666666667,78.00743739706272,True,False,True,False
109772,109773,110003,-1,3409.41,102.28229999999999,3511.6922999999997,3277.6,opposite_signal_close,109929.0,3323.8,True,1.062842740141743,0.9972389162152182,1.2886882676670348,108.70999999999981,6.71011,101.99988999999981,False,0,False,False,False,2025-01-15T19:40:00+00:00,2025-01-15T19:45:00+00:00,2025-01-16T14:55:00+00:00,2025-01-15T19:45:00+00:00,2025-01,19.25,79.2011849788283,True,False,False,False
109776,109777,110003,-1,3437.6,103.128,3540.728,3277.6,opposite_signal_close,109929.0,3323.8,True,1.3274765340159789,1.262137343883328,1.5514700178419052,136.89999999999986,6.7383,130.16169999999985,False,0,False,False,False,2025-01-15T20:00:00+00:00,2025-01-15T20:05:00+00:00,2025-01-16T14:55:00+00:00,2025-01-15T20:05:00+00:00,2025-01,18.916666666666668,82.11808852960269,True,False,False,False
109780,109781,110003,-1,3466.49,103.9947,3570.4847,3277.6,opposite_signal_close,109929.0,3323.8,True,1.5942158590774314,1.529143408269842,1.8163425636114137,165.78999999999974,6.767189999999999,159.02280999999974,False,0,False,False,False,2025-01-15T20:20:00+00:00,2025-01-15T20:25:00+00:00,2025-01-16T14:55:00+00:00,2025-01-15T20:25:00+00:00,2025-01,18.583333333333332,85.64886837983204,True,False,False,False
110003,110004,110133,1,3277.61,98.3283,3179.2817,3369.74,opposite_signal_close,110131.0,3364.2400000000002,True,0.9089956807958632,0.8414200184484008,0.936963214049258,89.37999999999988,6.6446000000000005,82.73539999999988,False,0,False,False,False,2025-01-16T14:55:00+00:00,2025-01-16T15:00:00+00:00,2025-01-17T01:45:00+00:00,2025-01-16T15:00:00+00:00,2025-01,10.833333333333334,33.40966378988601,False,False,False,False
110095,110096,110133,1,3286.16,98.58479999999999,3187.5751999999998,3369.74,opposite_signal_close,110131.0,3364.2400000000002,True,0.8199032710925027,0.7524167011547436,0.8477980378313892,80.83000000000015,6.65315,74.17685000000016,False,0,False,False,False,2025-01-16T22:35:00+00:00,2025-01-16T22:40:00+00:00,2025-01-17T01:45:00+00:00,2025-01-16T22:40:00+00:00,2025-01,3.1666666666666665,32.75249904558896,False,False,False,False
110133,110134,110355,-1,3369.74,101.09219999999999,3470.8322,3470.8322,initial_stop,,,False,-1.0000000000000007,-1.0676666666666672,-1.0000000000000007,-101.09220000000005,6.8405721999999995,-107.93277220000004,False,0,False,False,False,2025-01-17T01:45:00+00:00,2025-01-17T01:50:00+00:00,2025-01-17T20:15:00+00:00,2025-01-17T01:50:00+00:00,2025-01,18.5,76.92918733436167,True,False,False,False
110362,110363,110487,-1,3519.29,105.5787,3624.8687,3292.34,opposite_signal_close,110444.0,3385.23,True,1.7096725002296853,1.6447155060632486,2.1495813075932912,180.50499999999988,6.8580749999999995,173.6469249999999,False,0,False,False,False,2025-01-17T20:50:00+00:00,2025-01-17T20:55:00+00:00,2025-01-18T07:15:00+00:00,2025-01-17T20:55:00+00:00,2025-01,10.416666666666666,83.56831390767962,True,False,False,False
110487,110488,110739,1,3292.34,98.7702,3193.5698,3298.92468,break_even,110701.0,3329.03,True,0.21906749201682282,0.15218175785813934,0.066666666666666,21.637339999999995,6.606317340000001,15.031022659999994,False,0,False,False,False,2025-01-18T07:15:00+00:00,2025-01-18T07:20:00+00:00,2025-01-19T04:15:00+00:00,2025-01-18T07:20:00+00:00,2025-01,21.0,34.16435347388803,False,False,True,False
110828,110829,110954,1,3151.31,94.5393,3056.7707,3157.61262,break_even,110868.0,3404.19,True,1.3707665489378493,1.302729115722245,0.06666666666666597,129.59131000000002,6.4322113100000005,123.15909869000002,False,0,False,False,False,2025-01-19T11:40:00+00:00,2025-01-19T11:45:00+00:00,2025-01-19T22:10:00+00:00,2025-01-19T11:45:00+00:00,2025-01,10.5,37.00790457973295,False,False,False,False
111460,111461,111694,-1,3336.8,100.104,3436.904,3330.1264,break_even,111640.0,3294.25,True,0.24586230320466845,0.17944149884120647,0.06666666666666746,24.61180000000013,6.6489882,17.962811800000132,False,0,False,False,False,2025-01-21T16:20:00+00:00,2025-01-21T16:25:00+00:00,2025-01-22T11:50:00+00:00,2025-01-21T16:25:00+00:00,2025-01,19.5,64.04895645755585,False,False,False,False
112018,112019,112190,-1,3268.77,98.06309999999999,3366.8331,3366.8331,initial_stop,,,False,-0.9999999999999986,-1.0676666666666652,-0.9999999999999986,-98.06309999999985,6.6356031,-104.69870309999985,False,0,False,False,False,2025-01-23T14:50:00+00:00,2025-01-23T14:55:00+00:00,2025-01-24T05:10:00+00:00,2025-01-23T14:55:00+00:00,2025-01,14.333333333333334,67.32010502943287,False,False,False,False
112109,112110,112198,-1,3292.96,98.7888,3391.7488,3391.7488,initial_stop,,,False,-0.9999999999999981,-1.0676666666666648,-0.9999999999999981,-98.78879999999981,6.684708799999999,-105.4735087999998,False,0,False,False,False,2025-01-23T22:25:00+00:00,2025-01-23T22:30:00+00:00,2025-01-24T05:50:00+00:00,2025-01-23T22:30:00+00:00,2025-01,7.416666666666667,68.20291712169157,False,False,True,False
112192,112193,112757,-1,3367.0,101.00999999999999,3468.01,3360.266,break_even,112373.0,3337.6800000000003,True,0.17846747846747665,0.11197927927927748,0.06666666666666592,18.026999999999816,6.715973,11.311026999999816,False,0,False,False,False,2025-01-24T05:20:00+00:00,2025-01-24T05:25:00+00:00,2025-01-26T04:25:00+00:00,2025-01-24T05:25:00+00:00,2025-01,47.083333333333336,75.30888527844523,True,False,False,False
112200,112201,112982,-1,3404.99,102.1497,3507.1396999999997,3268.9,opposite_signal_close,112373.0,3337.6800000000003,True,0.9955976375848348,0.929926568555753,1.332260398219473,101.69999999999959,6.70828,94.99171999999959,False,0,False,False,False,2025-01-24T06:00:00+00:00,2025-01-24T06:05:00+00:00,2025-01-26T23:10:00+00:00,2025-01-24T06:05:00+00:00,2025-01,65.16666666666667,79.84164238453187,True,False,False,False
112602,112603,112917,-1,3343.47,100.30409999999999,3443.7740999999996,3336.7830599999998,break_even,112816.0,3319.6800000000003,True,0.15192270305999236,0.0854079590963857,0.06666666666666717,15.23846999999978,6.67170153,8.56676846999978,False,0,False,False,False,2025-01-25T15:30:00+00:00,2025-01-25T15:35:00+00:00,2025-01-26T17:45:00+00:00,2025-01-25T15:35:00+00:00,2025-01,26.25,72.54510762819655,True,False,False,False
112982,112983,113016,1,3268.9,98.067,3170.833,3170.833,initial_stop,,,False,-1.0000000000000002,-1.0656666666666668,-1.0000000000000002,-98.06700000000001,6.439733,-104.50673300000001,False,0,False,False,False,2025-01-26T23:10:00+00:00,2025-01-26T23:15:00+00:00,2025-01-27T02:00:00+00:00,2025-01-26T23:15:00+00:00,2025-01,2.8333333333333335,24.505120787466282,True,False,True,False
113076,113077,113248,1,3084.39,92.53169999999999,2991.8583,3188.0,opposite_signal_close,113245.0,3159.59,True,0.9662094179616306,0.8985765418770023,1.1197243755383306,89.4050000000002,6.258185,83.1468150000002,False,0,False,False,False,2025-01-27T07:00:00+00:00,2025-01-27T07:05:00+00:00,2025-01-27T21:20:00+00:00,2025-01-27T07:05:00+00:00,2025-01,14.333333333333334,30.098002704786396,False,False,True,False
113248,113249,113487,-1,3188.0,95.64,3283.64,3181.624,break_even,113475.0,3159.56,True,0.18201589293182904,0.1155312421580942,0.0666666666666688,17.40800000000013,6.358592,11.04940800000013,False,0,False,False,False,2025-01-27T21:20:00+00:00,2025-01-27T21:25:00+00:00,2025-01-28T17:15:00+00:00,2025-01-27T21:25:00+00:00,2025-01,19.916666666666668,67.89440557347864,False,True,True,True
113281,113282,113505,-1,3202.59,96.07770000000001,3298.6677,3149.66,opposite_signal_close,113475.0,3159.56,True,0.4993874749291484,0.4332201957374109,0.5509082752813638,47.980000000000246,6.357200000000001,41.62280000000025,False,0,False,False,False,2025-01-28T00:05:00+00:00,2025-01-28T00:10:00+00:00,2025-01-28T18:45:00+00:00,2025-01-28T00:10:00+00:00,2025-01,18.666666666666668,69.55141713502343,False,False,False,False
113505,113506,113543,1,3149.67,94.4901,3055.1799,3055.1799,initial_stop,,,False,-0.9999999999999999,-1.0656666666666665,-0.9999999999999999,-94.49009999999998,6.2048499,-100.69494989999998,False,0,False,False,False,2025-01-28T18:45:00+00:00,2025-01-28T18:50:00+00:00,2025-01-28T21:55:00+00:00,2025-01-28T18:50:00+00:00,2025-01,3.1666666666666665,36.60372037859064,False,False,False,False
113510,113511,113816,1,3127.16,93.81479999999999,3033.3451999999997,3133.41432,break_even,113813.0,3163.9,True,0.22914465521431718,0.1622488438924362,0.06666666666666675,21.49716000000012,6.27581716,15.221342840000123,False,0,False,False,False,2025-01-28T19:10:00+00:00,2025-01-28T19:15:00+00:00,2025-01-29T20:40:00+00:00,2025-01-28T19:15:00+00:00,2025-01,25.5,25.69734201274254,True,False,False,False
113532,113533,113856,1,3103.21,93.0963,3010.1137,3109.41642,break_even,113813.0,3163.9,True,0.3592861370430406,0.29226018423933087,0.06666666666666646,33.44821000000002,6.239868210000001,27.208341790000016,False,0,False,False,False,2025-01-28T21:00:00+00:00,2025-01-28T21:05:00+00:00,2025-01-30T00:00:00+00:00,2025-01-28T21:05:00+00:00,2025-01,27.0,30.040593651071347,False,False,False,False
113541,113542,113895,1,3077.37,92.32109999999999,2985.0489,3167.49,opposite_signal_close,113813.0,3163.9,True,0.9567152037833178,0.8890918219128677,0.9761582130195579,88.32500000000005,6.243065,82.08193500000004,False,0,False,False,False,2025-01-28T21:45:00+00:00,2025-01-28T21:50:00+00:00,2025-01-30T03:15:00+00:00,2025-01-28T21:50:00+00:00,2025-01,29.5,30.03156300904925,False,False,True,False
113563,113564,113895,1,3062.2,91.86599999999999,2970.334,3167.49,opposite_signal_close,113813.0,3163.9,True,1.126586549974965,1.0587932967583233,1.1461258789976703,103.49500000000012,6.227895,97.26710500000011,False,0,False,False,False,2025-01-28T23:35:00+00:00,2025-01-28T23:40:00+00:00,2025-01-30T03:15:00+00:00,2025-01-28T23:40:00+00:00,2025-01,27.666666666666668,39.505802331507994,False,False,True,False
113895,113896,114017,-1,3167.49,95.0247,3262.5146999999997,3262.5146999999997,initial_stop,,,False,-0.9999999999999994,-1.067666666666666,-0.9999999999999994,-95.02469999999994,6.4300047,-101.45470469999994,False,0,False,False,False,2025-01-30T03:15:00+00:00,2025-01-30T03:20:00+00:00,2025-01-30T13:25:00+00:00,2025-01-30T03:20:00+00:00,2025-01,10.166666666666666,65.95942756654766,False,False,False,False
113904,113905,114202,-1,3206.1,96.18299999999999,3302.283,3221.52,break_even_marketable,114202.0,3221.52,True,-0.16031939116060087,-0.22714637721842815,-0.16031939116060087,-15.420000000000073,6.42762,-21.847620000000074,False,1,False,False,True,2025-01-30T04:00:00+00:00,2025-01-30T04:05:00+00:00,2025-01-31T04:50:00+00:00,2025-01-30T04:05:00+00:00,2025-01,24.833333333333332,77.41775372462477,True,False,False,False
114282,114283,114335,-1,3322.58,99.67739999999999,3422.2574,3422.2574,initial_stop,,,False,-1.0000000000000004,-1.067666666666667,-1.0000000000000004,-99.67740000000003,6.7448374,-106.42223740000003,False,0,False,False,False,2025-01-31T11:30:00+00:00,2025-01-31T11:35:00+00:00,2025-01-31T15:55:00+00:00,2025-01-31T11:35:00+00:00,2025-01,4.416666666666667,77.37795584497759,True,False,True,False
114332,114333,114665,-1,3401.19,102.03569999999999,3503.2257,3207.99,opposite_signal_close,114535.0,3247.06,True,1.7020023383972493,1.6370376740689798,1.8934549378305856,173.6650000000002,6.628715,167.0362850000002,False,0,False,False,False,2025-01-31T15:40:00+00:00,2025-01-31T15:45:00+00:00,2025-02-01T19:25:00+00:00,2025-01-31T15:45:00+00:00,2025-01,27.75,72.39574021005711,True,False,False,False
114665,114666,114711,1,3207.98,96.2394,3111.7406,3111.7406,initial_stop,,,False,-0.9999999999999992,-1.0656666666666659,-0.9999999999999992,-96.23939999999993,6.3197206,-102.55912059999993,False,0,False,False,False,2025-02-01T19:25:00+00:00,2025-02-01T19:30:00+00:00,2025-02-01T23:15:00+00:00,2025-02-01T19:30:00+00:00,2025-02,3.8333333333333335,21.612010666564075,True,False,False,False
