sample_id,target,event_id,positive_event_id,source_group,source_task_id,calibration_task_id,sample_kind,tip_offset,reason,label_provenance,anchor_time,input_start_time,input_end_time,image_rel,image_sha256
eth3m_20260418T074200Z_review_tip_offset_+1_t169_c09,,,p021,calibration_p021_t169,169,9,review_tip_offset_+1,1,tip_geometry_offset_is_not_owner_confirmed_current_tip_label,withheld_from_train_val_geometry_offset_not_lifetime,2026-04-18T07:42:00+00:00,2026-04-17T21:45:00+00:00,2026-04-18T07:42:00+00:00,weak_or_review/review_tip_offset_+1/eth3m_20260418T074200Z_review_tip_offset_+1_t169_c09.png,c16bef4031ad949d8214807294d2d6f298c466b2cce2cec3407c93d953c2ecef
eth3m_20260418T074500Z_review_tip_offset_+2_t169_c09,,,p021,calibration_p021_t169,169,9,review_tip_offset_+2,2,tip_geometry_offset_is_not_owner_confirmed_current_tip_label,withheld_from_train_val_geometry_offset_not_lifetime,2026-04-18T07:45:00+00:00,2026-04-17T21:48:00+00:00,2026-04-18T07:45:00+00:00,weak_or_review/review_tip_offset_+2/eth3m_20260418T074500Z_review_tip_offset_+2_t169_c09.png,1a571ac2e5bcb8b27412117dc754967ca088a8081b920a1c6ddf6a374725cbfb
eth3m_20260418T074800Z_review_tip_offset_+3_t169_c09,,,p021,calibration_p021_t169,169,9,review_tip_offset_+3,3,tip_geometry_offset_is_not_owner_confirmed_current_tip_label,withheld_from_train_val_geometry_offset_not_lifetime,2026-04-18T07:48:00+00:00,2026-04-17T21:51:00+00:00,2026-04-18T07:48:00+00:00,weak_or_review/review_tip_offset_+3/eth3m_20260418T074800Z_review_tip_offset_+3_t169_c09.png,1ccfc253b1c437745862f7df7479a7fb085a674cee0149ebf45f282b9dda1b2d
eth3m_20260418T081800Z_review_original_v10_time_t169_c09,,,p021,calibration_p021_t169,169,9,review_original_v10_time,13,original_v10_time_is_not_owner_confirmed_current_tip_label,withheld_from_train_val_original_v10_not_current_T_confirmation,2026-04-18T08:18:00+00:00,2026-04-17T22:21:00+00:00,2026-04-18T08:18:00+00:00,weak_or_review/review_original_v10_time/eth3m_20260418T081800Z_review_original_v10_time_t169_c09.png,fd12e0d2d9446751aaa0114b9efb1f31160ca2f5c1346f8216b0d6624109d2fb
eth3m_20260419T160900Z_review_tip_offset_-1_t015_c10,,,p022,calibration_p022_t015,15,10,review_tip_offset_-1,-1,tip_geometry_offset_is_not_owner_confirmed_current_tip_label,withheld_from_train_val_geometry_offset_not_lifetime,2026-04-19T16:09:00+00:00,2026-04-19T06:12:00+00:00,2026-04-19T16:09:00+00:00,weak_or_review/review_tip_offset_-1/eth3m_20260419T160900Z_review_tip_offset_-1_t015_c10.png,b0df6be2ed4be39318fd7edd85e0ac4ef060bdee29437431ac5079d14682f32b
eth3m_20260419T161500Z_review_tip_offset_+1_t015_c10,,,p022,calibration_p022_t015,15,10,review_tip_offset_+1,1,tip_geometry_offset_is_not_owner_confirmed_current_tip_label,withheld_from_train_val_geometry_offset_not_lifetime,2026-04-19T16:15:00+00:00,2026-04-19T06:18:00+00:00,2026-04-19T16:15:00+00:00,weak_or_review/review_tip_offset_+1/eth3m_20260419T161500Z_review_tip_offset_+1_t015_c10.png,5ea60e337bfd4a0732ac424e4d97361e340a79f386f11947523d991d5376dffb
eth3m_20260419T161800Z_review_tip_offset_+2_t015_c10,,,p022,calibration_p022_t015,15,10,review_tip_offset_+2,2,tip_geometry_offset_is_not_owner_confirmed_current_tip_label,withheld_from_train_val_geometry_offset_not_lifetime,2026-04-19T16:18:00+00:00,2026-04-19T06:21:00+00:00,2026-04-19T16:18:00+00:00,weak_or_review/review_tip_offset_+2/eth3m_20260419T161800Z_review_tip_offset_+2_t015_c10.png,344874b140a8e2c2844b5c6294380a421503ed9a9fc2d5414ccf533934c084d8
eth3m_20260419T162100Z_review_tip_offset_+3_t015_c10,,,p022,calibration_p022_t015,15,10,review_tip_offset_+3,3,tip_geometry_offset_is_not_owner_confirmed_current_tip_label,withheld_from_train_val_geometry_offset_not_lifetime,2026-04-19T16:21:00+00:00,2026-04-19T06:24:00+00:00,2026-04-19T16:21:00+00:00,weak_or_review/review_tip_offset_+3/eth3m_20260419T162100Z_review_tip_offset_+3_t015_c10.png,b80a26249fc031a063e7b1ee5d716d0db04f450a543074e48b75b622fba230b8
eth3m_20260419T165400Z_review_original_v10_time_t015_c10,,,p022,calibration_p022_t015,15,10,review_original_v10_time,14,original_v10_time_is_not_owner_confirmed_current_tip_label,withheld_from_train_val_original_v10_not_current_T_confirmation,2026-04-19T16:54:00+00:00,2026-04-19T06:57:00+00:00,2026-04-19T16:54:00+00:00,weak_or_review/review_original_v10_time/eth3m_20260419T165400Z_review_original_v10_time_t015_c10.png,d96f8c0d81002f2b9a0b6cb38160311a039386b4c1a7a6e61b4e138d2bac1735
eth3m_20260420T050300Z_review_tip_offset_-1_t033_c30,,,p023,calibration_p023_t033,33,30,review_tip_offset_-1,-1,tip_geometry_offset_is_not_owner_confirmed_current_tip_label,withheld_from_train_val_geometry_offset_not_lifetime,2026-04-20T05:03:00+00:00,2026-04-19T19:06:00+00:00,2026-04-20T05:03:00+00:00,weak_or_review/review_tip_offset_-1/eth3m_20260420T050300Z_review_tip_offset_-1_t033_c30.png,a42dceb179ab8ae014945aa5c67fe2bbe4f9f3d0d38642c1228b38823c93b98b
eth3m_20260420T050900Z_review_tip_offset_+1_t033_c30,,,p023,calibration_p023_t033,33,30,review_tip_offset_+1,1,tip_geometry_offset_is_not_owner_confirmed_current_tip_label,withheld_from_train_val_geometry_offset_not_lifetime,2026-04-20T05:09:00+00:00,2026-04-19T19:12:00+00:00,2026-04-20T05:09:00+00:00,weak_or_review/review_tip_offset_+1/eth3m_20260420T050900Z_review_tip_offset_+1_t033_c30.png,f962468012c2fa86a1c633ec5e2d3a33ce39ca77b9b2f455e7a0ac22d2681aef
eth3m_20260420T051200Z_review_tip_offset_+2_t033_c30,,,p023,calibration_p023_t033,33,30,review_tip_offset_+2,2,tip_geometry_offset_is_not_owner_confirmed_current_tip_label,withheld_from_train_val_geometry_offset_not_lifetime,2026-04-20T05:12:00+00:00,2026-04-19T19:15:00+00:00,2026-04-20T05:12:00+00:00,weak_or_review/review_tip_offset_+2/eth3m_20260420T051200Z_review_tip_offset_+2_t033_c30.png,6f0f108da221c080e6dc2a1fc0ea18260c7455b42cf830e1bd65b4952247feef
eth3m_20260420T051500Z_review_tip_offset_+3_t033_c30,,,p023,calibration_p023_t033,33,30,review_tip_offset_+3,3,tip_geometry_offset_is_not_owner_confirmed_current_tip_label,withheld_from_train_val_geometry_offset_not_lifetime,2026-04-20T05:15:00+00:00,2026-04-19T19:18:00+00:00,2026-04-20T05:15:00+00:00,weak_or_review/review_tip_offset_+3/eth3m_20260420T051500Z_review_tip_offset_+3_t033_c30.png,9890973cfd187d5fa831619bd678183d8195cf7613adfa6f5a35519444f9d6d3
eth3m_20260420T052400Z_review_original_v10_time_t033_c30,,,p023,calibration_p023_t033,33,30,review_original_v10_time,6,original_v10_time_is_not_owner_confirmed_current_tip_label,withheld_from_train_val_original_v10_not_current_T_confirmation,2026-04-20T05:24:00+00:00,2026-04-19T19:27:00+00:00,2026-04-20T05:24:00+00:00,weak_or_review/review_original_v10_time/eth3m_20260420T052400Z_review_original_v10_time_t033_c30.png,63253927cdfffb21b2c657a4935f9749a1cbd96172734855c623364b9e4b76a0
eth3m_20260423T073300Z_review_tip_offset_-1_t133_c26,,,p024,calibration_p024_t133,133,26,review_tip_offset_-1,-1,tip_geometry_offset_is_not_owner_confirmed_current_tip_label,withheld_from_train_val_geometry_offset_not_lifetime,2026-04-23T07:33:00+00:00,2026-04-22T21:36:00+00:00,2026-04-23T07:33:00+00:00,weak_or_review/review_tip_offset_-1/eth3m_20260423T073300Z_review_tip_offset_-1_t133_c26.png,e87f62c863687494fedced0e07a0022e4b67eb09acfead66a28f30dcac79e35d
eth3m_20260423T073900Z_review_tip_offset_+1_t133_c26,,,p024,calibration_p024_t133,133,26,review_tip_offset_+1,1,tip_geometry_offset_is_not_owner_confirmed_current_tip_label,withheld_from_train_val_geometry_offset_not_lifetime,2026-04-23T07:39:00+00:00,2026-04-22T21:42:00+00:00,2026-04-23T07:39:00+00:00,weak_or_review/review_tip_offset_+1/eth3m_20260423T073900Z_review_tip_offset_+1_t133_c26.png,4146d078f549671dc2aa5e955a81b2d6f7b0cbedb55b818161bac70e49668524
eth3m_20260423T074200Z_review_tip_offset_+2_t133_c26,,,p024,calibration_p024_t133,133,26,review_tip_offset_+2,2,tip_geometry_offset_is_not_owner_confirmed_current_tip_label,withheld_from_train_val_geometry_offset_not_lifetime,2026-04-23T07:42:00+00:00,2026-04-22T21:45:00+00:00,2026-04-23T07:42:00+00:00,weak_or_review/review_tip_offset_+2/eth3m_20260423T074200Z_review_tip_offset_+2_t133_c26.png,d32d5edcf66a9b6776a1309e1184ce374fca0f2a8bb970eb3ae0d491739a118b
eth3m_20260423T074500Z_review_tip_offset_+3_t133_c26,,,p024,calibration_p024_t133,133,26,review_tip_offset_+3,3,tip_geometry_offset_is_not_owner_confirmed_current_tip_label,withheld_from_train_val_geometry_offset_not_lifetime,2026-04-23T07:45:00+00:00,2026-04-22T21:48:00+00:00,2026-04-23T07:45:00+00:00,weak_or_review/review_tip_offset_+3/eth3m_20260423T074500Z_review_tip_offset_+3_t133_c26.png,dd11a669e5524bda35b4c5581045b5d6690fe5996726dac502c8f5182550c5e9
eth3m_20260423T080300Z_review_original_v10_time_t133_c26,,,p024,calibration_p024_t133,133,26,review_original_v10_time,9,original_v10_time_is_not_owner_confirmed_current_tip_label,withheld_from_train_val_original_v10_not_current_T_confirmation,2026-04-23T08:03:00+00:00,2026-04-22T22:06:00+00:00,2026-04-23T08:03:00+00:00,weak_or_review/review_original_v10_time/eth3m_20260423T080300Z_review_original_v10_time_t133_c26.png,5d15f88284ab1c6e8958155f150ced8cc81476ee8ab27e58df6bec6713e2783a
eth3m_20260423T164800Z_review_tip_offset_-1_t022_c29,,,p025,calibration_p025_t022,22,29,review_tip_offset_-1,-1,tip_geometry_offset_is_not_owner_confirmed_current_tip_label,withheld_from_train_val_geometry_offset_not_lifetime,2026-04-23T16:48:00+00:00,2026-04-23T06:51:00+00:00,2026-04-23T16:48:00+00:00,weak_or_review/review_tip_offset_-1/eth3m_20260423T164800Z_review_tip_offset_-1_t022_c29.png,ae89ddc5884450631e1adafafdd7261bf54d897e289714375a1f49e4a8c703c6
eth3m_20260423T165400Z_review_tip_offset_+1_t022_c29,,,p025,calibration_p025_t022,22,29,review_tip_offset_+1,1,tip_geometry_offset_is_not_owner_confirmed_current_tip_label,withheld_from_train_val_geometry_offset_not_lifetime,2026-04-23T16:54:00+00:00,2026-04-23T06:57:00+00:00,2026-04-23T16:54:00+00:00,weak_or_review/review_tip_offset_+1/eth3m_20260423T165400Z_review_tip_offset_+1_t022_c29.png,732b1466c9f3e7948dd41724f358782654e70756a0a7821e6d40ae2aa6ecf6cd
eth3m_20260423T165700Z_review_tip_offset_+2_t022_c29,,,p025,calibration_p025_t022,22,29,review_tip_offset_+2,2,tip_geometry_offset_is_not_owner_confirmed_current_tip_label,withheld_from_train_val_geometry_offset_not_lifetime,2026-04-23T16:57:00+00:00,2026-04-23T07:00:00+00:00,2026-04-23T16:57:00+00:00,weak_or_review/review_tip_offset_+2/eth3m_20260423T165700Z_review_tip_offset_+2_t022_c29.png,5782d4ec51b2cdf9688fcd661fecc81c6e051e927c47f46c37a9b9ed6219052b
eth3m_20260423T170000Z_review_tip_offset_+3_t022_c29,,,p025,calibration_p025_t022,22,29,review_tip_offset_+3,3,tip_geometry_offset_is_not_owner_confirmed_current_tip_label,withheld_from_train_val_geometry_offset_not_lifetime,2026-04-23T17:00:00+00:00,2026-04-23T07:03:00+00:00,2026-04-23T17:00:00+00:00,weak_or_review/review_tip_offset_+3/eth3m_20260423T170000Z_review_tip_offset_+3_t022_c29.png,90ed4aebd892ec69cf2bdde3bac8c4516cfddd15737becf265abd6baecf25b3a
eth3m_20260423T170600Z_review_original_v10_time_t022_c29,,,p025,calibration_p025_t022,22,29,review_original_v10_time,5,original_v10_time_is_not_owner_confirmed_current_tip_label,withheld_from_train_val_original_v10_not_current_T_confirmation,2026-04-23T17:06:00+00:00,2026-04-23T07:09:00+00:00,2026-04-23T17:06:00+00:00,weak_or_review/review_original_v10_time/eth3m_20260423T170600Z_review_original_v10_time_t022_c29.png,1c0f97f807a584dae0f81f45ca5266f06bf9886566b0ba8e66eadeac11c1a6ba
eth3m_20260424T025700Z_review_tip_offset_-1_t126_c19,,,p026,calibration_p026_t126,126,19,review_tip_offset_-1,-1,tip_geometry_offset_is_not_owner_confirmed_current_tip_label,withheld_from_train_val_geometry_offset_not_lifetime,2026-04-24T02:57:00+00:00,2026-04-23T17:00:00+00:00,2026-04-24T02:57:00+00:00,weak_or_review/review_tip_offset_-1/eth3m_20260424T025700Z_review_tip_offset_-1_t126_c19.png,534a7ddbd21bb38bde9d56148712592d3fe17919604ca3b8cb75efba5cf2e978
eth3m_20260424T030300Z_review_tip_offset_+1_t126_c19,,,p026,calibration_p026_t126,126,19,review_tip_offset_+1,1,tip_geometry_offset_is_not_owner_confirmed_current_tip_label,withheld_from_train_val_geometry_offset_not_lifetime,2026-04-24T03:03:00+00:00,2026-04-23T17:06:00+00:00,2026-04-24T03:03:00+00:00,weak_or_review/review_tip_offset_+1/eth3m_20260424T030300Z_review_tip_offset_+1_t126_c19.png,480706d050d65702116a67e2c97dec5161d208298ab77c29e2277df1e46d3bb8
eth3m_20260424T030600Z_review_tip_offset_+2_t126_c19,,,p026,calibration_p026_t126,126,19,review_tip_offset_+2,2,tip_geometry_offset_is_not_owner_confirmed_current_tip_label,withheld_from_train_val_geometry_offset_not_lifetime,2026-04-24T03:06:00+00:00,2026-04-23T17:09:00+00:00,2026-04-24T03:06:00+00:00,weak_or_review/review_tip_offset_+2/eth3m_20260424T030600Z_review_tip_offset_+2_t126_c19.png,02ed1ca3065d865568b15a8fff94173b3086bc82068810eedc4e84ce09fb005d
eth3m_20260424T030900Z_review_tip_offset_+3_t126_c19,,,p026,calibration_p026_t126,126,19,review_tip_offset_+3,3,tip_geometry_offset_is_not_owner_confirmed_current_tip_label,withheld_from_train_val_geometry_offset_not_lifetime,2026-04-24T03:09:00+00:00,2026-04-23T17:12:00+00:00,2026-04-24T03:09:00+00:00,weak_or_review/review_tip_offset_+3/eth3m_20260424T030900Z_review_tip_offset_+3_t126_c19.png,c2711a9864516c8b909f721c3f8a9d61037d238cb8da6131c490b47205167ee1
eth3m_20260424T033900Z_review_original_v10_time_t126_c19,,,p026,calibration_p026_t126,126,19,review_original_v10_time,13,original_v10_time_is_not_owner_confirmed_current_tip_label,withheld_from_train_val_original_v10_not_current_T_confirmation,2026-04-24T03:39:00+00:00,2026-04-23T17:42:00+00:00,2026-04-24T03:39:00+00:00,weak_or_review/review_original_v10_time/eth3m_20260424T033900Z_review_original_v10_time_t126_c19.png,f4081b08e1e8777796f42fd32cc1dd251740a13eb80714574a3641f98a86f835
eth3m_20260427T145100Z_review_tip_offset_-1_t032_c15,,,p027,calibration_p027_t032,32,15,review_tip_offset_-1,-1,tip_geometry_offset_is_not_owner_confirmed_current_tip_label,withheld_from_train_val_geometry_offset_not_lifetime,2026-04-27T14:51:00+00:00,2026-04-27T04:54:00+00:00,2026-04-27T14:51:00+00:00,weak_or_review/review_tip_offset_-1/eth3m_20260427T145100Z_review_tip_offset_-1_t032_c15.png,56ce1e7ce1be33e6c0edf5317c54344b745122e6b024879a3bd70d54b052d1f2
eth3m_20260427T145700Z_review_tip_offset_+1_t032_c15,,,p027,calibration_p027_t032,32,15,review_tip_offset_+1,1,tip_geometry_offset_is_not_owner_confirmed_current_tip_label,withheld_from_train_val_geometry_offset_not_lifetime,2026-04-27T14:57:00+00:00,2026-04-27T05:00:00+00:00,2026-04-27T14:57:00+00:00,weak_or_review/review_tip_offset_+1/eth3m_20260427T145700Z_review_tip_offset_+1_t032_c15.png,52a618c0510fdd24ad275f63d7f96c02d9bf77b867e8f978f5503129b2161b93
eth3m_20260427T150000Z_review_tip_offset_+2_t032_c15,,,p027,calibration_p027_t032,32,15,review_tip_offset_+2,2,tip_geometry_offset_is_not_owner_confirmed_current_tip_label,withheld_from_train_val_geometry_offset_not_lifetime,2026-04-27T15:00:00+00:00,2026-04-27T05:03:00+00:00,2026-04-27T15:00:00+00:00,weak_or_review/review_tip_offset_+2/eth3m_20260427T150000Z_review_tip_offset_+2_t032_c15.png,44d4cb2e7df066d82b8526cd74485e8db03cbae4d74cb4d287e047c080293571
eth3m_20260427T150300Z_review_tip_offset_+3_t032_c15,,,p027,calibration_p027_t032,32,15,review_tip_offset_+3,3,tip_geometry_offset_is_not_owner_confirmed_current_tip_label,withheld_from_train_val_geometry_offset_not_lifetime,2026-04-27T15:03:00+00:00,2026-04-27T05:06:00+00:00,2026-04-27T15:03:00+00:00,weak_or_review/review_tip_offset_+3/eth3m_20260427T150300Z_review_tip_offset_+3_t032_c15.png,df63687ad8eade8b07322d7fc65be493124731b82c6ffe9975305a6a431c5183
eth3m_20260427T151200Z_review_original_v10_time_t032_c15,,,p027,calibration_p027_t032,32,15,review_original_v10_time,6,original_v10_time_is_not_owner_confirmed_current_tip_label,withheld_from_train_val_original_v10_not_current_T_confirmation,2026-04-27T15:12:00+00:00,2026-04-27T05:15:00+00:00,2026-04-27T15:12:00+00:00,weak_or_review/review_original_v10_time/eth3m_20260427T151200Z_review_original_v10_time_t032_c15.png,ff72a32c0d753c38cada941c08923fcfc6d4bfb4e6d541f8ee37004fda882151
eth3m_20260429T115700Z_review_tip_offset_-1_t011_c14,,,p028,calibration_p028_t011,11,14,review_tip_offset_-1,-1,tip_geometry_offset_is_not_owner_confirmed_current_tip_label,withheld_from_train_val_geometry_offset_not_lifetime,2026-04-29T11:57:00+00:00,2026-04-29T02:00:00+00:00,2026-04-29T11:57:00+00:00,weak_or_review/review_tip_offset_-1/eth3m_20260429T115700Z_review_tip_offset_-1_t011_c14.png,dafaae55e77cd4d9149f0eab5a9d18f981693876f54f8922fa9a1133a508bfb9
eth3m_20260429T120300Z_review_tip_offset_+1_t011_c14,,,p028,calibration_p028_t011,11,14,review_tip_offset_+1,1,tip_geometry_offset_is_not_owner_confirmed_current_tip_label,withheld_from_train_val_geometry_offset_not_lifetime,2026-04-29T12:03:00+00:00,2026-04-29T02:06:00+00:00,2026-04-29T12:03:00+00:00,weak_or_review/review_tip_offset_+1/eth3m_20260429T120300Z_review_tip_offset_+1_t011_c14.png,48db77309c57bd064d39be8f1b34b61391d2e7dcb51cae99fffba6eda37e1133
eth3m_20260429T120600Z_review_tip_offset_+2_t011_c14,,,p028,calibration_p028_t011,11,14,review_tip_offset_+2,2,tip_geometry_offset_is_not_owner_confirmed_current_tip_label,withheld_from_train_val_geometry_offset_not_lifetime,2026-04-29T12:06:00+00:00,2026-04-29T02:09:00+00:00,2026-04-29T12:06:00+00:00,weak_or_review/review_tip_offset_+2/eth3m_20260429T120600Z_review_tip_offset_+2_t011_c14.png,04a5322618c415e31dc38b653109bec814da32db345d82bf614f28027a26506e
eth3m_20260429T120900Z_review_tip_offset_+3_t011_c14,,,p028,calibration_p028_t011,11,14,review_tip_offset_+3,3,tip_geometry_offset_is_not_owner_confirmed_current_tip_label,withheld_from_train_val_geometry_offset_not_lifetime,2026-04-29T12:09:00+00:00,2026-04-29T02:12:00+00:00,2026-04-29T12:09:00+00:00,weak_or_review/review_tip_offset_+3/eth3m_20260429T120900Z_review_tip_offset_+3_t011_c14.png,92eb06e94980322e36ea2d7aefdc265119511808947afbd0a3fb9a6ecce6de0f
eth3m_20260429T122400Z_review_original_v10_time_t011_c14,,,p028,calibration_p028_t011,11,14,review_original_v10_time,8,original_v10_time_is_not_owner_confirmed_current_tip_label,withheld_from_train_val_original_v10_not_current_T_confirmation,2026-04-29T12:24:00+00:00,2026-04-29T02:27:00+00:00,2026-04-29T12:24:00+00:00,weak_or_review/review_original_v10_time/eth3m_20260429T122400Z_review_original_v10_time_t011_c14.png,3819e4b40914c0df7aae7ee21588cce98c127f5207865df4bfb36b9bccc3d21a
eth3m_20260501T201500Z_review_tip_offset_-1_t070_c04,,,p029,calibration_p029_t070,70,4,review_tip_offset_-1,-1,tip_geometry_offset_is_not_owner_confirmed_current_tip_label,withheld_from_train_val_geometry_offset_not_lifetime,2026-05-01T20:15:00+00:00,2026-05-01T10:18:00+00:00,2026-05-01T20:15:00+00:00,weak_or_review/review_tip_offset_-1/eth3m_20260501T201500Z_review_tip_offset_-1_t070_c04.png,ec3be49493a726567e01e57ca1315a8ba43827d6ee60ba7df7ed353c5d472ec1
eth3m_20260501T202100Z_review_tip_offset_+1_t070_c04,,,p029,calibration_p029_t070,70,4,review_tip_offset_+1,1,tip_geometry_offset_is_not_owner_confirmed_current_tip_label,withheld_from_train_val_geometry_offset_not_lifetime,2026-05-01T20:21:00+00:00,2026-05-01T10:24:00+00:00,2026-05-01T20:21:00+00:00,weak_or_review/review_tip_offset_+1/eth3m_20260501T202100Z_review_tip_offset_+1_t070_c04.png,335cfc9c25377fb4b20ba7af7b7fd81fe0c48efe317be0ada8e1de3ad2e990c7
eth3m_20260501T202400Z_review_tip_offset_+2_t070_c04,,,p029,calibration_p029_t070,70,4,review_tip_offset_+2,2,tip_geometry_offset_is_not_owner_confirmed_current_tip_label,withheld_from_train_val_geometry_offset_not_lifetime,2026-05-01T20:24:00+00:00,2026-05-01T10:27:00+00:00,2026-05-01T20:24:00+00:00,weak_or_review/review_tip_offset_+2/eth3m_20260501T202400Z_review_tip_offset_+2_t070_c04.png,a408943209c2127cf83f83d0d6f38d2ed283d51cfebc6a4aa6da40a5714350ba
eth3m_20260501T202700Z_review_tip_offset_+3_t070_c04,,,p029,calibration_p029_t070,70,4,review_tip_offset_+3,3,tip_geometry_offset_is_not_owner_confirmed_current_tip_label,withheld_from_train_val_geometry_offset_not_lifetime,2026-05-01T20:27:00+00:00,2026-05-01T10:30:00+00:00,2026-05-01T20:27:00+00:00,weak_or_review/review_tip_offset_+3/eth3m_20260501T202700Z_review_tip_offset_+3_t070_c04.png,9f39a2049c0a7b195c113271243a615395dfc6495a4dd514d82e7006da92141b
eth3m_20260501T205400Z_review_original_v10_time_t070_c04,,,p029,calibration_p029_t070,70,4,review_original_v10_time,12,original_v10_time_is_not_owner_confirmed_current_tip_label,withheld_from_train_val_original_v10_not_current_T_confirmation,2026-05-01T20:54:00+00:00,2026-05-01T10:57:00+00:00,2026-05-01T20:54:00+00:00,weak_or_review/review_original_v10_time/eth3m_20260501T205400Z_review_original_v10_time_t070_c04.png,c15d97e1550dfd460198961ec951351196a42757a277a6d72134e9ce4b2f8580
