sample_id,symbol,source_path,source_exists,class_status,box_status,review_via,split,timeframe,decision_time,window_start_bar,window_end_bar,box_start_bar,box_end_bar,index_in_range,clock_match,contiguous_window,core_within_window,image_exists,image_sha_match,post_core_visible_bars,source_sha_historical_parity,eligible_for_lineage_exploration
ownerno_expansion200_v2_N109,LUNA_USDT_SWAP,data/kline_fetched/okx_LUNA_USDT_SWAP_15m_41076.csv,False,rejected,none,agree,train,15m,2026-01-15T02:45:00+00:00,21631,21642,,,False,False,False,False,False,False,,not_recorded,False
ownerno_expansion200_v2_N159,ONDO_USDT_SWAP,data/kline_fetched/okx_ONDO_USDT_SWAP_15m_41175.csv,False,rejected,none,agree,train,15m,2025-09-15T12:00:00+00:00,10048,10066,,,False,False,False,False,False,False,,not_recorded,False
ownerno_expansion200_v2_N170,LINK_USDT_SWAP,data/kline_fetched/okx_LINK_USDT_SWAP_15m_41175.csv,False,rejected,none,agree,train,15m,2025-09-15T09:00:00+00:00,10042,10054,,,False,False,False,False,False,False,,not_recorded,False
ownerno_expansion200_v2_N188,BRETT_USDT_SWAP,data/kline_fetched/okx_BRETT_USDT_SWAP_15m_41082.csv,False,rejected,none,agree,train,15m,2025-09-15T07:30:00+00:00,9944,9956,,,False,False,False,False,False,False,,not_recorded,False
ownerno_expansion200_v2_N198,MOODENG_USDT_SWAP,data/kline_fetched/okx_MOODENG_USDT_SWAP_15m_41075.csv,False,rejected,none,agree,train,15m,2025-07-15T01:15:00+00:00,3960,3971,,,False,False,False,False,False,False,,not_recorded,False
ownerno_hardneg200_v1_T002,ZBT_USDT_SWAP,data/kline_fetched/okx_ZBT_USDT_SWAP_15m_28040.csv,False,rejected,none,agree,train,15m,2026-01-15T10:30:00+00:00,8619,8636,,,False,False,False,False,False,False,,not_recorded,False
ownerno_hardneg200_v1_T006,TRX_USDT_SWAP,data/kline_fetched/okx_TRX_USDT_SWAP_15m_41175.csv,False,rejected,none,agree,train,15m,2025-11-15T01:45:00+00:00,15863,15880,,,False,False,False,False,False,False,,not_recorded,False
ownerno_hardneg200_v1_T007,WCT_USDT_SWAP,data/kline_fetched/okx_WCT_USDT_SWAP_15m_41071.csv,False,rejected,none,agree,train,15m,2026-01-15T07:30:00+00:00,21637,21655,,,False,False,False,False,False,False,,not_recorded,False
ownerno_hardneg200_v1_T011,ONE_USDT_SWAP,data/kline_fetched/okx_ONE_USDT_SWAP_15m_41074.csv,False,rejected,none,agree,train,15m,2025-11-15T02:30:00+00:00,15765,15783,,,False,False,False,False,False,False,,not_recorded,False
ownerno_hardneg200_v1_T030,ETC_USDT_SWAP,data/kline_fetched/okx_ETC_USDT_SWAP_15m_41175.csv,False,rejected,none,agree,train,15m,2025-11-15T00:15:00+00:00,15858,15876,,,False,False,False,False,False,False,,not_recorded,False
ownerno_hardneg200_v1_T072,PI_USDT_SWAP,data/kline_fetched/okx_PI_USDT_SWAP_15m_41174.csv,False,rejected,none,agree,train,15m,2026-01-15T01:00:00+00:00,21716,21733,,,False,False,False,False,False,False,,not_recorded,False
ownerno_hardneg200_v1_T074,APE_USDT_SWAP,data/kline_fetched/okx_APE_USDT_SWAP_15m_41176.csv,False,rejected,none,agree,train,15m,2025-11-15T10:45:00+00:00,15909,15920,,,False,False,False,False,False,False,,not_recorded,False
ownerno_hardneg200_v1_T142,ZORA_USDT_SWAP,data/kline_fetched/okx_ZORA_USDT_SWAP_15m_28713.csv,False,rejected,none,agree,train,15m,2026-03-01T09:45:00+00:00,13614,13625,,,False,False,False,False,False,False,,not_recorded,False
ownerno_hardneg200_v1_T156,FARTCOIN_USDT_SWAP,data/kline_fetched/okx_FARTCOIN_USDT_SWAP_15m_41078.csv,False,rejected,none,agree,train,15m,2025-09-15T09:15:00+00:00,9946,9959,,,False,False,False,False,False,False,,not_recorded,False
ownerno_hardneg200_v1_T188,HOME_USDT_SWAP,data/kline_fetched/okx_HOME_USDT_SWAP_15m_40139.csv,False,rejected,none,agree,train,15m,2025-07-15T03:45:00+00:00,3034,3046,,,False,False,False,False,False,False,,not_recorded,False
ownerno_newblocks200_v3_M004,METIS_USDT_SWAP,data/kline_fetched/okx_METIS_USDT_SWAP_15m_41075.csv,False,rejected,none,agree,train,15m,2025-10-15T07:00:00+00:00,12814,12826,,,False,False,False,False,False,False,,not_recorded,False
ownerno_newblocks200_v3_M012,FIL_USDT_SWAP,data/kline_fetched/okx_FIL_USDT_SWAP_15m_41175.csv,False,rejected,none,agree,train,15m,2025-06-15T04:30:00+00:00,1188,1205,,,False,False,False,False,False,False,,not_recorded,False
ownerno_newblocks200_v3_M024,DYDX_USDT_SWAP,data/kline_fetched/okx_DYDX_USDT_SWAP_15m_41080.csv,False,rejected,none,agree,train,15m,2025-10-15T07:00:00+00:00,12821,12832,,,False,False,False,False,False,False,,not_recorded,False
ownerno_newblocks200_v3_M060,MAGIC_USDT_SWAP,data/kline_fetched/okx_MAGIC_USDT_SWAP_15m_41076.csv,False,rejected,none,agree,train,15m,2025-10-15T10:00:00+00:00,12825,12839,,,False,False,False,False,False,False,,not_recorded,False
ownerno_newblocks200_v3_M078,TIA_USDT_SWAP,data/kline_fetched/okx_TIA_USDT_SWAP_15m_41175.csv,False,rejected,none,agree,train,15m,2025-06-15T04:15:00+00:00,1186,1202,,,False,False,False,False,False,False,,not_recorded,False
ownerno_newblocks200_v3_M152,ORDER_USDT_SWAP,data/kline_fetched/okx_ORDER_USDT_SWAP_15m_29656.csv,False,rejected,none,agree,train,15m,2025-12-15T08:45:00+00:00,7252,7270,,,False,False,False,False,False,False,,not_recorded,False
ownerno_newblocks200_v3_M174,ARB_USDT_SWAP,data/kline_fetched/okx_ARB_USDT_SWAP_15m_41176.csv,False,rejected,none,agree,train,15m,2025-08-15T10:15:00+00:00,7068,7086,,,False,False,False,False,False,False,,not_recorded,False
ownerno_newblocks200_v3_M192,ALLO_USDT_SWAP,data/kline_fetched/okx_ALLO_USDT_SWAP_15m_25616.csv,False,rejected,none,keep_gold,train,15m,2025-12-15T11:30:00+00:00,3231,3243,,,False,False,False,False,False,False,,not_recorded,False
ownerno_positive100_v1_P054,ENJ_USDT_SWAP,data/kline_fetched/okx_ENJ_USDT_SWAP_15m_41079.csv,False,rejected,none,agree,train,15m,2026-01-15T03:15:00+00:00,21631,21648,,,False,False,False,False,False,False,,not_recorded,False
ownerno_positive100_v1_P066,LPT_USDT_SWAP,data/kline_fetched/okx_LPT_USDT_SWAP_15m_41076.csv,False,rejected,none,agree,train,15m,2025-07-15T02:15:00+00:00,3964,3976,,,False,False,False,False,False,False,,not_recorded,False
ownerno_positive100_v1_P084,ENSO_USDT_SWAP,data/kline_fetched/okx_ENSO_USDT_SWAP_15m_26892.csv,False,rejected,none,agree,train,15m,2026-03-01T10:00:00+00:00,11796,11808,,,False,False,False,False,False,False,,not_recorded,False
