编号,币种,周期,入场时间UTC,退出根或末根开盘UTC,未平仓数据末端收盘UTC,入场价,初始止损,退出价,净R,路径分类,为何退出,当时与后续事实,待验证不足,交易唯一键
T225,PENDLEUSDT,15m,2025-07-28 04:00:00+00:00,2025-07-28 13:15:00+00:00,,4.5249,4.4305,4.5914,0.6085826271186527,盈利保护退出,持仓第38根K，最低价4.5647触及当时已生效保护价4.5914；按追踪止损在4.5914退出，扣费后净+0.61R。,距V9 0根，较父V9独立模拟入场价+0.00%；初始风险2.09%（3.00个信号ATR），往返成本0.096R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量0.79倍。 原账本最大浮盈2.29R；5分钟审计得到实际止损前浮盈范围2.29–2.29R（若上下界不同，触及止损的5分钟内先后未知）。 已收盘触及2R并激活追踪；退出时保护在入场价+0.70R，激活不保证保本。 退出下一根起48根内，最高回到原入场+0.87R，最低到-2.44R。,作为盈利对照保留：任何更早止盈/更严过滤都需计算会损失多少这类赢家,binance_um:PENDLEUSDT:15m:box_any:32331
T226,ARUSDT,15m,2025-08-04 14:00:00+00:00,2025-08-05 04:15:00+00:00,,6.52,6.353,6.793,1.5566467065868337,盈利保护退出,持仓第58根K，最低价6.767触及当时已生效保护价6.793；按追踪止损在6.793退出，扣费后净+1.56R。,距V9 0根，较父V9独立模拟入场价+0.00%；初始风险2.56%（3.74个信号ATR），往返成本0.078R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量5.36倍。 原账本最大浮盈2.81R；5分钟审计得到实际止损前浮盈范围2.81–2.81R（若上下界不同，触及止损的5分钟内先后未知）。 已收盘触及2R并激活追踪；退出时保护在入场价+1.63R，激活不保证保本。 退出下一根起48根内，最高回到原入场+3.38R，最低到+0.49R。,作为盈利对照保留：任何更早止盈/更严过滤都需计算会损失多少这类赢家,binance_um:ARUSDT:15m:box_any:33043
T227,HYPEUSDT,15m,2025-08-05 10:45:00+00:00,2025-08-05 14:15:00+00:00,,39.345,38.528,38.528,-1.096315789473684,推进不足后止损,持仓第15根K，最低价38.475触及当时已生效保护价38.528；按初始止损在38.528退出，扣费后净-1.10R。,距V9 2根，较父V9独立模拟入场价+0.11%；初始风险2.08%（2.51个信号ATR），往返成本0.096R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量2.31倍。 原账本最大浮盈0.64R；5分钟审计得到实际止损前浮盈范围0.64–0.64R（若上下界不同，触及止损的5分钟内先后未知）。 退出前最高收盘0.58R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场-0.05R，最低到-2.63R。,已比V9入场更贵，需评估确认收益能否覆盖追价代价,binance_um:HYPEUSDT:15m:box_any:6432
T228,ETHUSDT,15m,2025-08-07 07:00:00+00:00,2025-08-07 16:45:00+00:00,,3693.65,3667.99,3782.9,3.190284489477818,盈利保护退出,持仓第40根K，最低价3777.14触及当时已生效保护价3782.9；按追踪止损在3782.9退出，扣费后净+3.19R。,距V9 59根，较父V9独立模拟入场价+1.22%；初始风险0.69%（2.00个信号ATR），往返成本0.288R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量2.29倍。 原账本最大浮盈6.66R；5分钟审计得到实际止损前浮盈范围6.66–6.66R（若上下界不同，触及止损的5分钟内先后未知）。 已收盘触及2R并激活追踪；退出时保护在入场价+3.48R，激活不保证保本。 退出下一根起48根内，最高回到原入场+10.72R，最低到+4.24R。,等待超过48根，需检验突破时原启动结构是否已失效；已比V9入场更贵，需评估确认收益能否覆盖追价代价；作为盈利对照保留：任何更早止盈/更严过滤都需计算会损失多少这类赢家,binance_um:ETHUSDT:15m:box_any:33303
T229,ARBUSDT,15m,2025-08-07 08:15:00+00:00,2025-08-07 16:45:00+00:00,,0.3927,0.38908,0.40141,2.1891160220994976,盈利保护退出,持仓第35根K，最低价0.3974触及当时已生效保护价0.40141；按追踪止损在0.40141退出，扣费后净+2.19R。,距V9 8根，较父V9独立模拟入场价+0.13%；初始风险0.92%（2.00个信号ATR），往返成本0.217R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量1.44倍。 原账本最大浮盈5.14R；5分钟审计得到实际止损前浮盈范围5.14–5.14R（若上下界不同，触及止损的5分钟内先后未知）。 已收盘触及2R并激活追踪；退出时保护在入场价+2.41R，激活不保证保本。 退出下一根起48根内，最高回到原入场+9.12R，最低到+2.24R。,已比V9入场更贵，需评估确认收益能否覆盖追价代价；作为盈利对照保留：任何更早止盈/更严过滤都需计算会损失多少这类赢家,binance_um:ARBUSDT:15m:box_any:33308
T230,APTUSDT,15m,2025-08-07 10:15:00+00:00,2025-08-08 15:30:00+00:00,,4.3012,4.2311000000000005,4.5722000000000005,3.743189728958687,盈利保护退出,持仓第118根K，最低价4.5722触及当时已生效保护价4.5722；按追踪止损在4.5722退出，扣费后净+3.74R。,距V9 0根，较父V9独立模拟入场价+0.00%；初始风险1.63%（4.12个信号ATR），往返成本0.123R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量4.17倍。 原账本最大浮盈5.92R；5分钟审计得到实际止损前浮盈范围5.92–5.92R（若上下界不同，触及止损的5分钟内先后未知）。 已收盘触及2R并激活追踪；退出时保护在入场价+3.87R，激活不保证保本。 退出下一根起48根内，最高回到原入场+6.52R，最低到+3.95R。,作为盈利对照保留：任何更早止盈/更严过滤都需计算会损失多少这类赢家,binance_um:APTUSDT:15m:box_any:33316
T231,MUBARAKUSDT,15m,2025-08-07 13:15:00+00:00,2025-08-07 16:45:00+00:00,,0.035,0.03439,0.03439,-1.1147540983606588,推进不足后止损,持仓第15根K，最低价0.03381触及当时已生效保护价0.03439；按初始止损在0.03439退出，扣费后净-1.11R。,距V9 8根，较父V9独立模拟入场价+0.09%；初始风险1.74%（2.00个信号ATR），往返成本0.115R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量0.48倍。 原账本最大浮盈0.44R；5分钟审计得到实际止损前浮盈范围0.44–0.44R（若上下界不同，触及止损的5分钟内先后未知）。 退出前最高收盘0.33R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场+1.34R，最低到-1.33R。,已比V9入场更贵，需评估确认收益能否覆盖追价代价；退出后48根内曾回到+1R；属事后重启机会，不能证明放宽原止损会赚钱,binance_um:MUBARAKUSDT:15m:box_any:13725
T232,JUPUSDT,15m,2025-08-10 03:15:00+00:00,2025-08-10 06:15:00+00:00,,0.5385,0.5275000000000001,0.5275000000000001,-1.0979090909090932,推进不足后止损,持仓第13根K，最低价0.5225触及当时已生效保护价0.5275；按初始止损在0.5275退出，扣费后净-1.10R。,距V9 73根，较父V9独立模拟入场价+2.88%；初始风险2.04%（2.00个信号ATR），往返成本0.098R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量2.74倍。 原账本最大浮盈0.90R；5分钟审计得到实际止损前浮盈范围0.90–0.90R（若上下界不同，触及止损的5分钟内先后未知）。 退出前最高收盘0.85R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场-0.50R，最低到-3.00R。,等待超过48根，需检验突破时原启动结构是否已失效；已比V9入场更贵，需评估确认收益能否覆盖追价代价,binance_um:JUPUSDT:15m:box_any:33576
T233,BOMEUSDT,15m,2025-08-20 15:15:00+00:00,2025-08-22 10:45:00+00:00,,0.0018,0.0017192,0.001762,-0.5148514851485166,反向确认亏损退出,上一根出现原始反向信号，下一根开盘0.001762退出；这笔不是价格触及止损退出，扣费后净-0.51R。,距V9 0根，较父V9独立模拟入场价+0.00%；初始风险4.49%（4.34个信号ATR），往返成本0.045R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量3.14倍。 截至退出前/数据末端，原账本最大浮盈1.10R。 退出前最高收盘1.01R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场+3.28R，最低到-1.21R。,退出后48根内曾回到+1R；属事后重启机会，不能证明放宽原止损会赚钱,binance_um:BOMEUSDT:15m:box_any:34584
T234,ZENUSDT,15m,2025-08-20 17:15:00+00:00,2025-08-21 09:15:00+00:00,,7.683,7.571,7.59,-0.9675535714285668,反向确认亏损退出,上一根出现原始反向信号，下一根开盘7.59退出；这笔不是价格触及止损退出，扣费后净-0.97R。,距V9 0根，较父V9独立模拟入场价+0.00%；初始风险1.46%（2.03个信号ATR），往返成本0.137R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量0.51倍。 截至退出前/数据末端，原账本最大浮盈1.08R。 退出前最高收盘0.91R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场+0.26R，最低到-1.32R。,当前事实不足以提出特定改法；先保留原规则作为对照。,binance_um:ZENUSDT:15m:box_any:34592
T235,ZENUSDT,15m,2025-08-22 08:30:00+00:00,2025-08-22 09:30:00+00:00,,7.782,7.641,7.641,-1.110382978723402,推进不足后止损,持仓第5根K，最低价7.636触及当时已生效保护价7.641；按初始止损在7.641退出，扣费后净-1.11R。,距V9 0根，较父V9独立模拟入场价+0.00%；初始风险1.81%（3.32个信号ATR），往返成本0.110R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量2.57倍。 原账本最大浮盈0.01R；5分钟审计得到实际止损前浮盈范围0.01–0.01R（若上下界不同，触及止损的5分钟内先后未知）。 退出前最高收盘-0.16R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场+5.09R，最低到-2.36R。,退出后48根内曾回到+1R；属事后重启机会，不能证明放宽原止损会赚钱,binance_um:ZENUSDT:15m:box_any:34749
T236,1000PEPEUSDT,15m,2025-08-22 14:30:00+00:00,2025-08-24 05:45:00+00:00,,0.0106124,0.0097812,0.0111591,0.6321886429258907,反向确认盈利退出,上一根出现原始反向信号，下一根开盘0.0111591退出；这笔不是价格触及止损退出，扣费后净+0.63R。,距V9 0根，较父V9独立模拟入场价+0.00%；初始风险7.83%（6.10个信号ATR），往返成本0.026R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量9.02倍。 截至退出前/数据末端，原账本最大浮盈1.34R。 退出前最高收盘1.24R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场+0.64R，最低到+0.08R。,作为盈利对照保留：任何更早止盈/更严过滤都需计算会损失多少这类赢家,binance_um:1000PEPEUSDT:15m:box_any:34773
T237,APTUSDT,15m,2025-08-22 14:30:00+00:00,2025-08-24 06:15:00+00:00,,4.4877,4.2801,4.6523,0.7496368015414244,反向确认盈利退出,上一根出现原始反向信号，下一根开盘4.6523退出；这笔不是价格触及止损退出，扣费后净+0.75R。,距V9 0根，较父V9独立模拟入场价+0.00%；初始风险4.63%（4.49个信号ATR），往返成本0.043R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量18.08倍。 截至退出前/数据末端，原账本最大浮盈1.59R。 退出前最高收盘1.56R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场+1.21R，最低到+0.28R。,作为盈利对照保留：任何更早止盈/更严过滤都需计算会损失多少这类赢家,binance_um:APTUSDT:15m:box_any:34773
T238,DASHUSDT,15m,2025-08-22 14:30:00+00:00,2025-08-24 06:30:00+00:00,,22.13,21.18,22.79,0.6481473684210548,反向确认盈利退出,上一根出现原始反向信号，下一根开盘22.79退出；这笔不是价格触及止损退出，扣费后净+0.65R。,距V9 0根，较父V9独立模拟入场价+0.00%；初始风险4.29%（4.05个信号ATR），往返成本0.047R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量4.44倍。 截至退出前/数据末端，原账本最大浮盈1.68R。 退出前最高收盘1.55R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场+1.48R，最低到+0.37R。,作为盈利对照保留：任何更早止盈/更严过滤都需计算会损失多少这类赢家,binance_um:DASHUSDT:15m:box_any:34773
T239,FILUSDT,15m,2025-08-22 14:30:00+00:00,2025-08-24 02:15:00+00:00,,2.424,2.3026,2.498,0.5696210873146659,反向确认盈利退出,上一根出现原始反向信号，下一根开盘2.498退出；这笔不是价格触及止损退出，扣费后净+0.57R。,距V9 0根，较父V9独立模拟入场价+0.00%；初始风险5.01%（4.51个信号ATR），往返成本0.040R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量12.28倍。 截至退出前/数据末端，原账本最大浮盈1.57R。 退出前最高收盘1.52R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场+0.73R，最低到-0.29R。,作为盈利对照保留：任何更早止盈/更严过滤都需计算会损失多少这类赢家,binance_um:FILUSDT:15m:box_any:34773
T240,OPUSDT,15m,2025-08-22 14:30:00+00:00,2025-08-25 10:45:00+00:00,,0.7346,0.6877800000000001,0.7251,-0.2342844938060679,反向确认亏损退出,上一根出现原始反向信号，下一根开盘0.7251退出；这笔不是价格触及止损退出，扣费后净-0.23R。,距V9 0根，较父V9独立模拟入场价+0.00%；初始风险6.37%（4.64个信号ATR），往返成本0.031R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量15.19倍。 截至退出前/数据末端，原账本最大浮盈2.01R。 退出前最高收盘1.91R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场+0.06R，最低到-1.20R。,盘中高点与收盘触发存在差异；此前全池最高价激活试验未通过，不能凭此单直接修改,binance_um:OPUSDT:15m:box_any:34773
T241,XTZUSDT,15m,2025-08-22 18:15:00+00:00,2025-08-23 02:30:00+00:00,,0.867,0.8498,0.8498,-1.1008139534883732,推进不足后止损,持仓第34根K，最低价0.847触及当时已生效保护价0.8498；按初始止损在0.8498退出，扣费后净-1.10R。,距V9 15根，较父V9独立模拟入场价+5.60%；初始风险1.98%（2.13个信号ATR），往返成本0.101R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量0.52倍。 原账本最大浮盈0.70R；5分钟审计得到实际止损前浮盈范围0.70–0.70R（若上下界不同，触及止损的5分钟内先后未知）。 退出前最高收盘0.64R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场+0.58R，最低到-0.93R。,已比V9入场更贵，需评估确认收益能否覆盖追价代价,binance_um:XTZUSDT:15m:box_any:34788
T242,ZENUSDT,15m,2025-08-24 03:15:00+00:00,2025-08-24 06:00:00+00:00,,8.422,8.328,8.328,-1.1791914893617008,推进不足后止损,持仓第12根K，最低价8.3触及当时已生效保护价8.328；按初始止损在8.328退出，扣费后净-1.18R。,距V9 146根，较父V9独立模拟入场价+6.41%；初始风险1.12%（1.99个信号ATR），往返成本0.179R。 入场信号收盘不在六均线上方，IMACD未同时满足向上和增强，相对成交量1.74倍。 原账本最大浮盈0.23R；5分钟审计得到实际止损前浮盈范围0.23–0.23R（若上下界不同，触及止损的5分钟内先后未知）。 退出前最高收盘0.14R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场+0.96R，最低到-2.27R。,等待超过48根，需检验突破时原启动结构是否已失效；已比V9入场更贵，需评估确认收益能否覆盖追价代价；突破当时支撑或动能不完整，但此前单加六均线门未改善全池，不能直接套门；识别突破时本周期收盘已低于至少一条冻结投影线，需核查多周期确认时差,binance_um:ZENUSDT:15m:box_any:34920
T243,ZECUSDT,15m,2025-08-29 12:15:00+00:00,2025-08-29 15:30:00+00:00,,43.06,41.98,41.98,-1.0797407407407411,推进不足后止损,持仓第14根K，最低价41.86触及当时已生效保护价41.98；按初始止损在41.98退出，扣费后净-1.08R。,距V9 3根，较父V9独立模拟入场价+1.41%；初始风险2.51%（3.50个信号ATR），往返成本0.080R。 入场信号收盘在六均线上方，IMACD未同时满足向上和增强，相对成交量3.99倍。 原账本最大浮盈0.71R；5分钟审计得到实际止损前浮盈范围0.71–0.71R（若上下界不同，触及止损的5分钟内先后未知）。 退出前最高收盘0.41R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场-0.69R，最低到-3.19R。,已比V9入场更贵，需评估确认收益能否覆盖追价代价；突破当时支撑或动能不完整，但此前单加六均线门未改善全池，不能直接套门,binance_um:ZECUSDT:15m:box_any:35436
T244,PUMPUSDT,15m,2025-09-02 05:15:00+00:00,2025-09-02 12:45:00+00:00,,0.003704,0.003587,0.003587,-1.0633162393162394,到过1R后回吐,持仓第31根K，最低价0.003571触及当时已生效保护价0.003587；按初始止损在0.003587退出，扣费后净-1.06R。,距V9 18根，较父V9独立模拟入场价+8.43%；初始风险3.16%（2.00个信号ATR），往返成本0.063R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量1.38倍。 原账本最大浮盈1.38R；5分钟审计得到实际止损前浮盈范围1.38–1.38R（若上下界不同，触及止损的5分钟内先后未知）。 退出前最高收盘1.13R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场+1.95R，最低到-1.10R。,已比V9入场更贵，需评估确认收益能否覆盖追价代价；退出后48根内曾回到+1R；属事后重启机会，不能证明放宽原止损会赚钱,binance_um:PUMPUSDT:15m:box_any:6038
T245,PENDLEUSDT,15m,2025-09-03 11:15:00+00:00,2025-09-04 02:45:00+00:00,,4.6231,4.5517,4.684200000000001,0.726243697478999,盈利保护退出,持仓第63根K，最低价4.6827触及当时已生效保护价4.6842；按追踪止损在4.6842退出，扣费后净+0.73R。,距V9 0根，较父V9独立模拟入场价+0.00%；初始风险1.54%（2.41个信号ATR），往返成本0.129R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量1.63倍。 原账本最大浮盈2.58R；5分钟审计得到实际止损前浮盈范围2.58–2.58R（若上下界不同，触及止损的5分钟内先后未知）。 已收盘触及2R并激活追踪；退出时保护在入场价+0.86R，激活不保证保本。 退出下一根起48根内，最高回到原入场+2.15R，最低到-0.77R。,作为盈利对照保留：任何更早止盈/更严过滤都需计算会损失多少这类赢家,binance_um:PENDLEUSDT:15m:box_any:35912
T246,UNIUSDT,15m,2025-09-03 14:00:00+00:00,2025-09-04 03:30:00+00:00,,9.607,9.494,9.561,-0.5771150442477816,反向确认亏损退出,上一根出现原始反向信号，下一根开盘9.561退出；这笔不是价格触及止损退出，扣费后净-0.58R。,距V9 1根，较父V9独立模拟入场价-0.18%；初始风险1.18%（2.23个信号ATR），往返成本0.170R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量1.80倍。 截至退出前/数据末端，原账本最大浮盈1.36R。 退出前最高收盘1.12R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场-0.40R，最低到-3.38R。,当前事实不足以提出特定改法；先保留原规则作为对照。,binance_um:UNIUSDT:15m:box_any:35923
T247,UNIUSDT,15m,2025-09-08 09:45:00+00:00,2025-09-09 02:45:00+00:00,,9.604,9.432,9.432,-1.1116744186046492,到过1R后回吐,持仓第69根K，最低价9.414触及当时已生效保护价9.432；按初始止损在9.432退出，扣费后净-1.11R。,距V9 27根，较父V9独立模拟入场价+1.65%；初始风险1.79%（3.30个信号ATR），往返成本0.112R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量3.22倍。 原账本最大浮盈1.05R；5分钟审计得到实际止损前浮盈范围1.05–1.05R（若上下界不同，触及止损的5分钟内先后未知）。 退出前最高收盘0.96R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场+1.90R，最低到-1.04R。,已比V9入场更贵，需评估确认收益能否覆盖追价代价；退出后48根内曾回到+1R；属事后重启机会，不能证明放宽原止损会赚钱,binance_um:UNIUSDT:15m:box_any:36386
T248,OPUSDT,15m,2025-09-08 16:15:00+00:00,2025-09-09 02:45:00+00:00,,0.7523,0.7427300000000001,0.7427300000000001,-1.1572204806687552,盘中到2R但收盘未激活,持仓第43根K，最低价0.7404触及当时已生效保护价0.74273；按初始止损在0.74273退出，扣费后净-1.16R。,距V9 54根，较父V9独立模拟入场价+3.25%；初始风险1.27%（1.98个信号ATR），往返成本0.157R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量1.55倍。 原账本最大浮盈4.61R；5分钟审计得到实际止损前浮盈范围4.61–4.61R（若上下界不同，触及止损的5分钟内先后未知）。 退出前最高收盘1.75R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场+3.90R，最低到-1.00R。,等待超过48根，需检验突破时原启动结构是否已失效；已比V9入场更贵，需评估确认收益能否覆盖追价代价；盘中高点与收盘触发存在差异；此前全池最高价激活试验未通过，不能凭此单直接修改；退出后48根内曾回到+1R；属事后重启机会，不能证明放宽原止损会赚钱,binance_um:OPUSDT:15m:box_any:36412
T249,XTZUSDT,15m,2025-09-09 06:15:00+00:00,2025-09-09 14:30:00+00:00,,0.734,0.7241000000000001,0.7241000000000001,-1.148282828282827,到过1R后回吐,持仓第34根K，最低价0.72触及当时已生效保护价0.7241；按初始止损在0.7241退出，扣费后净-1.15R。,距V9 102根，较父V9独立模拟入场价+2.66%；初始风险1.35%（2.41个信号ATR），往返成本0.148R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量1.64倍。 原账本最大浮盈1.21R；5分钟审计得到实际止损前浮盈范围1.21–1.21R（若上下界不同，触及止损的5分钟内先后未知）。 退出前最高收盘1.11R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场-0.71R，最低到-2.12R。,等待超过48根，需检验突破时原启动结构是否已失效；已比V9入场更贵，需评估确认收益能否覆盖追价代价,binance_um:XTZUSDT:15m:box_any:36468
T250,PUMPUSDT,15m,2025-09-10 01:45:00+00:00,2025-09-11 10:30:00+00:00,,0.004915,0.00477,0.005691,5.283931034482754,盈利保护退出,持仓第132根K，最低价0.005681触及当时已生效保护价0.005691；按追踪止损在0.005691退出，扣费后净+5.28R。,距V9 0根，较父V9独立模拟入场价+0.00%；初始风险2.95%（3.26个信号ATR），往返成本0.068R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量1.37倍。 原账本最大浮盈10.91R；5分钟审计得到实际止损前浮盈范围10.91–10.91R（若上下界不同，触及止损的5分钟内先后未知）。 已收盘触及2R并激活追踪；退出时保护在入场价+5.35R，激活不保证保本。 退出下一根起48根内，最高回到原入场+6.87R，最低到+2.37R。,作为盈利对照保留：任何更早止盈/更严过滤都需计算会损失多少这类赢家,binance_um:PUMPUSDT:15m:box_any:6792
T251,USELESSUSDT,15m,2025-09-10 21:45:00+00:00,2025-09-12 13:15:00+00:00,,0.2249,0.20361,0.25662,1.4687740723344314,盈利保护退出,持仓第159根K，最低价0.2561触及当时已生效保护价0.25662；按追踪止损在0.25662退出，扣费后净+1.47R。,距V9 0根，较父V9独立模拟入场价+0.00%；初始风险9.47%（4.83个信号ATR），往返成本0.021R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量4.12倍。 原账本最大浮盈2.63R；5分钟审计得到实际止损前浮盈范围2.63–2.63R（若上下界不同，触及止损的5分钟内先后未知）。 已收盘触及2R并激活追踪；退出时保护在入场价+1.49R，激活不保证保本。 退出下一根起48根内，最高回到原入场+2.15R，最低到+0.83R。,作为盈利对照保留：任何更早止盈/更严过滤都需计算会损失多少这类赢家,binance_um:USELESSUSDT:15m:box_any:2533
T252,1000PEPEUSDT,15m,2025-09-12 18:15:00+00:00,2025-09-14 04:15:00+00:00,,0.0113706,0.0106886999999999,0.0116413,0.3636292711541267,反向确认盈利退出,上一根出现原始反向信号，下一根开盘0.0116413退出；这笔不是价格触及止损退出，扣费后净+0.36R。,距V9 6根，较父V9独立模拟入场价+7.21%；初始风险6.00%（5.43个信号ATR），往返成本0.033R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量3.20倍。 截至退出前/数据末端，原账本最大浮盈1.97R。 退出前最高收盘1.81R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场+0.61R，最低到-0.35R。,已比V9入场更贵，需评估确认收益能否覆盖追价代价；作为盈利对照保留：任何更早止盈/更严过滤都需计算会损失多少这类赢家,binance_um:1000PEPEUSDT:15m:box_any:36804
T253,ZECUSDT,15m,2025-09-13 12:45:00+00:00,2025-09-13 13:45:00+00:00,,50.68,49.73,49.73,-1.106694736842108,推进不足后止损,持仓第5根K，最低价49.56触及当时已生效保护价49.73；按初始止损在49.73退出，扣费后净-1.11R。,距V9 86根，较父V9独立模拟入场价+4.54%；初始风险1.87%（3.26个信号ATR），往返成本0.107R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量2.51倍。 原账本最大浮盈0.34R；5分钟审计得到实际止损前浮盈范围0.34–0.34R（若上下界不同，触及止损的5分钟内先后未知）。 退出前最高收盘0.28R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场+3.41R，最低到-1.66R。,等待超过48根，需检验突破时原启动结构是否已失效；已比V9入场更贵，需评估确认收益能否覆盖追价代价；退出后48根内曾回到+1R；属事后重启机会，不能证明放宽原止损会赚钱,binance_um:ZECUSDT:15m:box_any:36878
T254,HYPEUSDT,15m,2025-09-16 16:00:00+00:00,2025-09-18 13:00:00+00:00,,54.082,53.32,57.453,4.281937007874014,盈利保护退出,持仓第181根K，最低价57.312触及当时已生效保护价57.453；按追踪止损在57.453退出，扣费后净+4.28R。,距V9 4根，较父V9独立模拟入场价+0.51%；初始风险1.41%（2.00个信号ATR），往返成本0.142R。 入场信号收盘在六均线上方，IMACD未同时满足向上和增强，相对成交量1.77倍。 原账本最大浮盈7.28R；5分钟审计得到实际止损前浮盈范围7.28–7.28R（若上下界不同，触及止损的5分钟内先后未知）。 已收盘触及2R并激活追踪；退出时保护在入场价+4.42R，激活不保证保本。 退出下一根起48根内，最高回到原入场+6.91R，最低到+4.38R。,已比V9入场更贵，需评估确认收益能否覆盖追价代价；突破当时支撑或动能不完整，但此前单加六均线门未改善全池，不能直接套门；作为盈利对照保留：任何更早止盈/更严过滤都需计算会损失多少这类赢家,binance_um:HYPEUSDT:15m:box_any:10485
T255,API3USDT,15m,2025-09-18 13:15:00+00:00,2025-09-19 02:30:00+00:00,,0.9586,0.9484,0.9484,-1.1879607843137248,推进不足后止损,持仓第54根K，最低价0.9474触及当时已生效保护价0.9484；按初始止损在0.9484退出，扣费后净-1.19R。,距V9 75根，较父V9独立模拟入场价+2.43%；初始风险1.06%（2.43个信号ATR），往返成本0.188R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量2.33倍。 原账本最大浮盈0.91R；5分钟审计得到实际止损前浮盈范围0.91–0.91R（若上下界不同，触及止损的5分钟内先后未知）。 退出前最高收盘0.91R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场-0.70R，最低到-4.35R。,等待超过48根，需检验突破时原启动结构是否已失效；已比V9入场更贵，需评估确认收益能否覆盖追价代价,binance_um:API3USDT:15m:box_any:37360
T256,XTZUSDT,15m,2025-09-29 20:30:00+00:00,2025-09-30 00:45:00+00:00,,0.672,0.6622,0.6622,-1.137142857142858,推进不足后止损,持仓第18根K，最低价0.662触及当时已生效保护价0.6622；按初始止损在0.6622退出，扣费后净-1.14R。,距V9 24根，较父V9独立模拟入场价+0.60%；初始风险1.46%（2.53个信号ATR），往返成本0.137R。 入场信号收盘在六均线上方，IMACD未同时满足向上和增强，相对成交量0.45倍。 原账本最大浮盈0.51R；5分钟审计得到实际止损前浮盈范围0.51–0.51R（若上下界不同，触及止损的5分钟内先后未知）。 退出前最高收盘0.41R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场-0.10R，最低到-1.73R。,已比V9入场更贵，需评估确认收益能否覆盖追价代价；突破当时支撑或动能不完整，但此前单加六均线门未改善全池，不能直接套门,binance_um:XTZUSDT:15m:box_any:38445
